City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Kodiak,US,2022-02-03 20:23:45,57.79,-152.4072,38.71,93,100,13.8
68,Ancud,CL,2022-02-03 20:23:45,-41.8697,-73.8203,67.23,89,82,9.37
69,Chokurdakh,RU,2022-02-03 20:23:46,70.6333,147.9167,-28.17,100,57,3.38
70,Puksoozero,RU,2022-02-03 20:23:46,62.5903,40.6066,-4.81,100,100,2.93
71,Kieta,PG,2022-02-03 20:23:47,-6.2167,155.6333,77.5,88,100,4.47
72,Te Anau,NZ,2022-02-03 20:23:47,-45.4167,167.7167,47.07,97,100,3.83
73,Victoria,HK,2022-02-03 20:23:40,22.2855,114.1577,54.32,84,92,1.01
74,Coahuayana,MX,2022-02-03 20:23:48,18.7333,-103.6833,87.28,33,0,7.72
75,Manoel Urbano,BR,2022-02-03 20:23:48,-8.8389,-69.2597,81.88,71,99,2.44
76,Sindou,BF,2022-02-03 20:23:49,10.6667,-5.1667,77.94,11,43,4.38
77,Velingara,SN,2022-02-03 20:23:49,13.15,-14.1167,84.63,11,2,4.88
78,Aklavik,CA,2022-02-03 20:23:49,68.2191,-135.0107,-19.37,76,20,3.44
79,Andrews,US,2022-02-03 20:23:50,32.3187,-102.5457,21.27,63,100,11.5
80,Lavrentiya,RU,2022-02-03 20:23:50,65.5833,-171.0,-1.71,61,1,24.29
81,Cam Ranh,VN,2022-02-03 20:23:51,11.9214,109.1591,75.16,78,20,13.8
82,Cidreira,BR,2022-02-03 20:21:14,-30.1811,-50.2056,79.21,79,66,18.12
83,Dir,PK,2022-02-03 20:23:51,35.2058,71.8756,29.43,43,0,13.4
84,Atar,MR,2022-02-03 20:23:52,20.5169,-13.0499,75.56,9,0,8.88
85,Esperance,AU,2022-02-03 20:23:52,-33.8667,121.9,62.44,78,0,16.02
86,Qasigiannguit,GL,2022-02-03 20:23:53,68.8193,-51.1922,17.85,62,100,14.88
87,Eureka,US,2022-02-03 20:23:53,40.8021,-124.1637,54.12,76,100,1.01
88,Atuona,PF,2022-02-03 20:23:54,-9.8,-139.0333,78.3,72,0,12.84
89,Saskylakh,RU,2022-02-03 20:23:54,71.9167,114.0833,-18.8,97,100,1.79
90,Dikson,RU,2022-02-03 20:23:54,73.5069,80.5464,-16.28,99,100,5.21
91,Linxia,CN,2022-02-03 20:23:55,35.6003,103.2064,15.35,85,85,3.24
92,Honningsvag,NO,2022-02-03 20:23:55,70.9821,25.9704,22.75,86,40,12.66
93,Pauini,BR,2022-02-03 20:23:56,-7.7136,-66.9764,81.27,89,44,4.34
94,Nemuro,JP,2022-02-03 20:23:56,43.3236,145.575,20.91,72,19,13.73
95,Port-Gentil,GA,2022-02-03 20:23:57,-0.7193,8.7815,80.56,83,75,4.61
96,Mataura,NZ,2022-02-03 20:23:57,-46.1927,168.8643,52.48,99,100,1.88
97,Sao Joao Da Barra,BR,2022-02-03 20:20:52,-21.6403,-41.0511,80.69,91,100,11.7
98,Katsuura,JP,2022-02-03 20:23:58,35.1333,140.3,42.19,60,98,11.54
99,Tual,ID,2022-02-03 20:23:58,-5.6667,132.75,82.54,76,97,14.14
100,Teya,RU,2022-02-03 20:23:59,60.3778,92.6267,15.49,89,100,9.4
101,Port Alfred,ZA,2022-02-03 20:23:59,-33.5906,26.891,71.76,79,62,18.52
102,Qaanaaq,GL,2022-02-03 20:23:59,77.484,-69.3632,-14.28,61,100,7.4
103,Petrolina,BR,2022-02-03 20:24:00,-9.3986,-40.5008,91.45,46,40,5.75
104,Faya,SA,2022-02-03 20:24:00,18.3851,42.4509,57.72,72,35,3.0
105,San Cristobal,VE,2022-02-03 20:24:01,7.7669,-72.225,82.58,33,92,5.08
106,Labuhan,ID,2022-02-03 20:24:01,-6.8844,112.2051,76.39,89,100,8.9
107,Kruisfontein,ZA,2022-02-03 20:24:01,-34.0033,24.7314,65.88,76,79,14.56
108,Kishi,NG,2022-02-03 20:24:02,9.0833,3.85,81.12,14,5,3.04
109,Namtsy,RU,2022-02-03 20:24:02,62.7161,129.6658,-18.29,96,100,3.15
110,Hamilton,US,2022-02-03 20:23:46,39.1834,-84.5333,31.08,93,100,3.0
111,Tasiilaq,GL,2022-02-03 20:24:03,65.6145,-37.6368,12.36,58,100,7.38
112,Vao,NC,2022-02-03 20:24:03,-22.6667,167.4833,79.99,84,72,15.86
113,Cayenne,GF,2022-02-03 20:19:16,4.9333,-52.3333,78.84,89,75,1.99
114,Budisov Nad Budisovkou,CZ,2022-02-03 20:24:04,49.7951,17.6297,36.97,74,100,15.99
115,Solnechnyy,RU,2022-02-03 20:24:04,50.7214,136.6319,-11.83,98,63,2.59
116,Faanui,PF,2022-02-03 20:24:04,-16.4833,-151.75,79.81,77,79,16.58
117,Fortuna,US,2022-02-03 20:24:05,40.5982,-124.1573,53.85,77,100,4.0
118,Hokitika,NZ,2022-02-03 20:24:05,-42.7167,170.9667,63.9,96,100,12.64
119,Axim,GH,2022-02-03 20:24:06,4.8699,-2.2405,80.31,81,3,9.55
120,Picos,BR,2022-02-03 20:24:06,-7.0769,-41.4669,95.74,29,96,3.78
121,Mahebourg,MU,2022-02-03 20:24:07,-20.4081,57.7,81.25,94,75,26.46
122,Upernavik,GL,2022-02-03 20:24:07,72.7868,-56.1549,-2.97,63,100,3.83
123,Folldal,NO,2022-02-03 20:24:08,62.1325,9.9968,12.24,95,100,11.32
124,Safaga,EG,2022-02-03 20:24:08,26.7292,33.9365,64.35,31,0,12.95
125,Te Karaka,NZ,2022-02-03 20:24:09,-38.4654,177.8679,70.29,62,6,5.5
126,Marsa Matruh,EG,2022-02-03 20:24:09,31.3525,27.2453,52.0,58,0,18.41
127,Valley City,US,2022-02-03 20:24:09,46.9233,-98.0032,0.59,59,40,16.11
128,Gryazovets,RU,2022-02-03 20:24:10,58.88,40.2525,12.02,96,99,1.99
129,Eirunepe,BR,2022-02-03 20:24:10,-6.6603,-69.8736,81.82,83,57,3.67
130,Port Lincoln,AU,2022-02-03 20:24:11,-34.7333,135.8667,62.2,71,71,16.67
131,Langxiang,CN,2022-02-03 20:24:11,46.95,128.8833,-10.75,100,68,3.49
132,Kenai,US,2022-02-03 20:24:12,60.5544,-151.2583,24.15,93,100,24.16
133,Umm Lajj,SA,2022-02-03 20:24:12,25.0213,37.2685,69.04,59,0,2.17
134,Turukhansk,RU,2022-02-03 20:24:13,65.8167,87.9833,1.42,96,100,12.21
135,Camacupa,AO,2022-02-03 20:24:13,-12.0167,17.4833,61.63,97,100,3.06
136,Gravdal,NO,2022-02-03 20:24:13,68.1214,13.5031,24.69,50,20,13.8
137,Ketchikan,US,2022-02-03 20:19:38,55.3422,-131.6461,44.58,93,100,9.22
138,Aswan,EG,2022-02-03 20:24:14,24.0934,32.907,61.9,27,0,13.8
139,Soyo,AO,2022-02-03 20:24:15,-6.1349,12.3689,78.48,73,83,7.4
140,Cacapava Do Sul,BR,2022-02-03 20:24:15,-30.5122,-53.4914,89.49,31,96,6.44
141,Bredasdorp,ZA,2022-02-03 20:24:16,-34.5322,20.0403,63.28,72,17,3.44
142,Crixas,BR,2022-02-03 20:24:16,-14.5489,-49.9692,83.84,70,93,3.67
143,Asfi,MA,2022-02-03 20:24:17,32.2994,-9.2372,62.56,67,100,9.8
144,Warrnambool,AU,2022-02-03 20:24:17,-38.3833,142.4833,55.81,79,100,11.72
145,Maragogi,BR,2022-02-03 20:20:30,-9.0122,-35.2225,81.97,66,78,12.57
146,Prieska,ZA,2022-02-03 20:24:18,-29.6641,22.7474,76.26,39,1,6.89
147,Kaitangata,NZ,2022-02-03 20:24:18,-46.2817,169.8464,49.3,94,100,2.35
148,Hervey Bay,AU,2022-02-03 20:24:19,-25.2986,152.8535,73.51,95,100,11.01
149,Qaqortoq,GL,2022-02-03 20:24:19,60.7167,-46.0333,25.3,96,100,9.4
150,Thompson,CA,2022-02-03 20:24:20,55.7435,-97.8558,-11.04,58,20,11.5
151,Cruzeiro Do Sul,BR,2022-02-03 20:24:20,-29.5128,-51.9853,97.52,48,63,6.76
152,Longyearbyen,SJ,2022-02-03 20:24:21,78.2186,15.6401,15.64,73,0,4.61
153,Terrasini,IT,2022-02-03 20:24:21,38.146,13.0844,53.17,49,2,3.44
154,Mar Del Plata,AR,2022-02-03 20:24:22,-38.0023,-57.5575,78.82,92,75,11.01
155,Ponta Delgada,PT,2022-02-03 20:24:22,37.7333,-25.6667,61.52,77,20,16.11
156,Bambous Virieux,MU,2022-02-03 20:24:22,-20.3428,57.7575,81.21,94,75,26.46
157,Clyde River,CA,2022-02-03 20:24:23,70.4692,-68.5914,-10.97,77,100,34.52
158,Cabo San Lucas,MX,2022-02-03 20:22:07,22.8909,-109.9124,75.51,57,20,5.99
159,Geraldton,AU,2022-02-03 20:24:23,-28.7667,114.6,70.21,46,0,8.05
160,Shimoda,JP,2022-02-03 20:24:24,34.6667,138.95,43.9,59,100,6.71
161,Komsomolskiy,UZ,2022-02-03 20:24:24,40.4272,71.7189,35.02,80,6,4.61
162,Vestmannaeyjar,IS,2022-02-03 20:22:38,63.4427,-20.2734,27.09,70,7,22.3
163,Oriximina,BR,2022-02-03 20:24:25,-1.7656,-55.8661,83.97,67,100,3.8
164,Atbasar,KZ,2022-02-03 20:24:25,51.8,68.3333,-2.81,97,32,4.16
165,Airai,TL,2022-02-03 20:24:26,-8.9266,125.4092,60.8,94,100,2.66
166,Carnarvon,AU,2022-02-03 20:24:26,-24.8667,113.6333,78.87,83,53,11.5
167,Bathsheba,BB,2022-02-03 20:24:27,13.2167,-59.5167,83.01,54,20,17.27
168,Ha Tinh,VN,2022-02-03 20:24:28,18.3333,105.9,58.73,88,100,4.14
169,Lorengau,PG,2022-02-03 20:24:28,-2.0226,147.2712,79.2,80,100,6.17
170,Sao Gabriel,BR,2022-02-03 20:24:29,-30.3364,-54.32,93.79,28,88,0.92
171,Hami,CN,2022-02-03 20:24:29,42.8,93.45,24.33,34,42,4.52
172,Ponta Do Sol,PT,2022-02-03 20:24:29,32.6667,-17.1,65.12,67,38,4.21
173,Los Llanos De Aridane,ES,2022-02-03 20:24:30,28.6585,-17.9182,64.13,66,0,4.0
174,Talcahuano,CL,2022-02-03 20:24:30,-36.7167,-73.1167,65.88,72,40,9.22
175,Ixtapa,MX,2022-02-03 20:24:31,20.7,-105.2,76.23,57,100,4.61
176,Saint-Georges,GD,2022-02-03 20:24:31,12.0564,-61.7485,79.86,67,3,14.65
177,Yaan,NG,2022-02-03 20:24:32,7.3833,8.5667,84.15,14,10,5.5
178,Bonavista,CA,2022-02-03 20:24:32,48.6499,-53.1147,36.12,80,100,25.64
179,Chimore,BO,2022-02-03 20:24:33,-16.9833,-65.1333,83.23,82,38,2.17
180,Mizan Teferi,ET,2022-02-03 20:24:33,6.9833,35.5833,67.95,56,70,2.21
181,Kimbe,PG,2022-02-03 20:24:34,-5.5502,150.1429,75.15,92,100,4.92
182,Chuy,UY,2022-02-03 20:21:24,-33.6971,-53.4616,81.16,70,79,13.09
183,Baoning,CN,2022-02-03 20:24:34,25.3378,110.026,42.66,70,100,6.71
184,Flinders,AU,2022-02-03 20:24:35,-34.5833,150.8552,63.21,83,81,8.01
185,Freeport,US,2022-02-03 20:24:35,40.6576,-73.5832,46.98,81,100,3.0
186,Comodoro Rivadavia,AR,2022-02-03 20:24:36,-45.8667,-67.5,66.06,59,40,8.05
187,Torbay,CA,2022-02-03 20:24:36,47.6666,-52.7314,35.58,82,100,17.27
188,Nettuno,IT,2022-02-03 20:24:37,41.4826,12.679,51.64,72,50,5.79
189,Khatanga,RU,2022-02-03 20:24:37,71.9667,102.5,-33.5,100,34,2.93
190,Metro,ID,2022-02-03 20:24:38,-5.1131,105.3067,73.6,93,81,2.62
191,Kirakira,SB,2022-02-03 20:24:38,-10.4544,161.9205,78.82,88,100,5.95
192,Pine Bluff,US,2022-02-03 20:24:39,34.2284,-92.0032,28.51,88,100,11.99
193,Coruripe,BR,2022-02-03 20:24:39,-10.1256,-36.1756,81.86,66,100,13.89
194,Fort Nelson,CA,2022-02-03 20:24:40,58.8053,-122.7002,-13.41,70,75,2.3
195,Aden,YE,2022-02-03 20:24:40,12.7794,45.0367,77.85,61,0,9.82
196,Tonantins,BR,2022-02-03 20:24:41,-2.8731,-67.8022,80.28,89,99,3.89
197,Abu Samrah,SY,2022-02-03 20:24:41,35.3029,37.1841,48.4,67,61,3.62
198,Ornskoldsvik,SE,2022-02-03 20:24:42,63.2909,18.7153,11.35,100,100,6.91
199,Hammerfest,NO,2022-02-03 20:24:42,70.6634,23.6821,24.53,68,0,5.75
200,Alice Springs,AU,2022-02-03 20:24:43,-23.7,133.8833,54.95,94,90,6.91
201,Marawi,PH,2022-02-03 20:24:43,7.9986,124.2928,67.64,92,97,1.01
202,Zyryanka,RU,2022-02-03 20:24:44,65.75,150.85,-25.51,98,99,7.78
203,Seguela,CI,2022-02-03 20:24:44,7.9611,-6.6731,79.14,11,2,1.21
204,Hithadhoo,MV,2022-02-03 20:24:45,-0.6,73.0833,81.37,72,77,8.34
205,Dryden,CA,2022-02-03 20:24:45,49.7833,-92.7503,-3.71,54,0,6.91
206,Laguna,US,2022-02-03 20:24:46,38.421,-121.4238,62.13,55,0,1.01
207,Sambava,MG,2022-02-03 20:24:46,-14.2667,50.1667,78.58,85,100,5.59
208,Nikolskoye,RU,2022-02-03 20:24:47,59.7035,30.7861,3.09,100,97,1.28
209,Moose Factory,CA,2022-02-03 20:24:47,51.2585,-80.6094,-4.0,49,0,11.5
210,Westport,US,2022-02-03 20:20:31,41.1415,-73.3579,46.54,93,100,1.99
211,Middle Island,US,2022-02-03 20:21:47,40.8843,-72.9373,45.9,95,100,6.91
212,Baijiantan,CN,2022-02-03 20:24:48,45.6333,85.1833,2.26,91,80,1.43
213,Aykhal,RU,2022-02-03 20:24:49,66.0,111.5,-20.51,100,100,1.72
214,Pacific Grove,US,2022-02-03 20:23:26,36.6177,-121.9166,66.42,46,0,1.99
215,Sitka,US,2022-02-03 20:24:02,57.0531,-135.33,37.29,93,100,6.91
216,Mandasa,IN,2022-02-03 20:24:50,18.8667,84.4667,71.17,77,74,7.61
217,San Luis,AR,2022-02-03 20:24:50,-33.295,-66.3356,90.0,23,23,12.88
218,Kenora,CA,2022-02-03 20:24:51,49.8167,-94.4337,-6.23,64,75,10.36
219,Iqaluit,CA,2022-02-03 20:24:51,63.7506,-68.5145,-9.67,59,100,10.36
220,Fuente De Oro,CO,2022-02-03 20:24:52,3.4594,-73.6128,96.12,26,100,7.25
221,Nakhon Phanom,TH,2022-02-03 20:24:52,17.3333,104.4167,59.52,85,6,6.08
222,Neiafu,TO,2022-02-03 20:24:53,-18.65,-173.9833,81.28,83,75,9.22
223,Hollins,US,2022-02-03 20:24:53,37.3413,-79.9431,50.52,96,100,3.44
224,Ilo,PE,2022-02-03 20:23:05,-17.6394,-71.3375,76.06,65,0,14.97
225,Oksfjord,NO,2022-02-03 20:24:54,70.2396,22.3479,24.98,93,100,11.9
226,Parintins,BR,2022-02-03 20:24:55,-2.6283,-56.7358,86.14,60,100,3.78
227,Kununurra,AU,2022-02-03 20:24:55,-15.7667,128.7333,80.58,94,100,0.0
228,Dunedin,NZ,2022-02-03 20:21:17,-45.8742,170.5036,49.96,95,100,0.92
229,Roros,NO,2022-02-03 20:24:56,62.5747,11.3842,24.64,74,100,13.8
230,El Carmen,CO,2022-02-03 20:24:56,8.5106,-73.4478,88.59,35,40,2.77
231,Seoul,KR,2022-02-03 20:23:12,37.5683,126.9778,24.31,73,0,1.14
232,Yulara,AU,2022-02-03 20:24:57,-25.2406,130.9889,60.64,63,80,8.05
233,Conde,BR,2022-02-03 20:24:58,-7.2597,-34.9075,83.66,70,75,10.36
234,Tianpeng,CN,2022-02-03 20:24:58,30.9866,103.9393,41.47,85,98,1.5
235,Tuatapere,NZ,2022-02-03 20:24:59,-46.1333,167.6833,52.83,93,100,3.11
236,Yellowknife,CA,2022-02-03 20:21:25,62.456,-114.3525,-18.58,74,0,5.75
237,Jimenez,MX,2022-02-03 20:24:59,28.3333,-105.4,52.54,24,3,7.72
238,Diamantino,BR,2022-02-03 20:25:00,-14.4086,-56.4461,84.6,65,91,6.89
239,Richards Bay,ZA,2022-02-03 20:25:01,-28.783,32.0377,79.23,90,64,10.22
240,Odweyne,SO,2022-02-03 20:25:01,9.4092,45.064,65.82,34,10,9.04
241,Pasighat,IN,2022-02-03 20:25:02,28.0667,95.3333,54.27,68,83,4.56
242,Talnakh,RU,2022-02-03 20:25:02,69.4865,88.3972,-13.38,99,100,6.76
243,Chimbote,PE,2022-02-03 20:25:03,-9.0853,-78.5783,75.74,70,94,12.53
244,La Union,PE,2022-02-03 20:25:03,-5.4,-80.75,87.71,38,65,17.09
245,Laem Sing,TH,2022-02-03 20:25:04,12.4816,102.0738,84.15,80,62,3.22
246,Vila Velha,BR,2022-02-03 20:25:04,-20.3297,-40.2925,76.95,90,75,6.91
247,Rocha,UY,2022-02-03 20:25:05,-34.4833,-54.3333,78.71,71,100,7.78
248,Pevek,RU,2022-02-03 20:25:05,69.7008,170.3133,-15.03,87,19,1.21
249,Mayor Pablo Lagerenza,PY,2022-02-03 20:25:06,-19.9309,-60.7718,101.73,25,91,9.1
250,Gat,IL,2022-02-03 20:25:06,31.61,34.7642,56.39,100,6,16.28
251,Boyolangu,ID,2022-02-03 20:25:07,-8.1181,111.8935,75.78,89,99,1.5
252,Nador,MA,2022-02-03 20:23:31,35.174,-2.9287,57.45,88,0,1.14
253,Mount Isa,AU,2022-02-03 20:25:08,-20.7333,139.5,71.37,43,100,12.66
254,Asau,RO,2022-02-03 20:25:08,46.4333,26.4,25.75,90,96,3.42
255,Ucluelet,CA,2022-02-03 20:25:08,48.9329,-125.5528,47.08,94,100,2.37
256,Paamiut,GL,2022-02-03 20:25:09,61.994,-49.6678,20.75,89,100,15.08
257,Bandar-E Lengeh,IR,2022-02-03 20:25:09,26.5579,54.8807,68.68,60,0,8.77
258,Kodinar,IN,2022-02-03 20:25:10,20.7903,70.7031,64.13,55,0,10.0
259,Winnemucca,US,2022-02-03 20:25:11,40.973,-117.7357,41.05,33,75,0.0
260,Kangaba,ML,2022-02-03 20:25:11,11.9333,-8.4167,78.06,12,4,4.56
261,Nandu,CN,2022-02-03 20:25:12,22.8525,110.8233,45.97,95,4,4.45
262,Inirida,CO,2022-02-03 20:25:12,3.8653,-67.9239,87.75,53,93,2.48
263,Chernyshevskiy,RU,2022-02-03 20:25:12,63.0128,112.4714,-11.38,99,97,0.34
264,Lonevag,NO,2022-02-03 20:25:13,60.5262,5.4937,45.28,93,100,17.0
265,Maputo,MZ,2022-02-03 20:20:26,-25.9653,32.5892,80.28,86,20,1.99
266,Kushiro,JP,2022-02-03 20:25:13,42.975,144.3747,13.28,88,28,5.75
267,Desnogorsk,RU,2022-02-03 20:25:14,54.1508,33.2815,23.23,95,100,6.98
268,Segezha,RU,2022-02-03 20:25:15,63.7415,34.3222,-2.18,100,97,4.05
269,Ishigaki,JP,2022-02-03 20:25:15,24.3448,124.1572,69.67,74,83,16.82
270,Umba,RU,2022-02-03 20:25:16,66.6871,34.3429,-0.56,98,95,3.49
271,Barcelos,PT,2022-02-03 20:25:16,41.5388,-8.6151,53.85,92,100,0.72
272,Bonfim,BR,2022-02-03 20:25:16,3.0833,-59.95,92.01,39,85,6.51
273,Gondanglegi,ID,2022-02-03 20:25:17,-7.7479,112.0132,74.05,93,100,2.71
274,Banda Aceh,ID,2022-02-03 20:25:17,5.5577,95.3222,78.26,81,64,0.43
275,Esfarayen,IR,2022-02-03 20:25:18,37.0765,57.5101,31.66,56,100,4.03
276,San Policarpo,PH,2022-02-03 20:25:18,12.1791,125.5072,80.19,85,78,15.99
277,Sanmenxia,CN,2022-02-03 20:25:18,34.7747,111.1814,34.12,70,10,3.83
278,Luderitz,NA,2022-02-03 20:25:19,-26.6481,15.1594,68.86,70,2,16.06
279,Tiznit,MA,2022-02-03 20:25:19,29.5833,-9.5,66.02,33,100,1.25
280,Port Hedland,AU,2022-02-03 20:25:20,-20.3167,118.5667,78.85,83,44,9.22
281,Vitim,RU,2022-02-03 20:25:20,59.4511,112.5578,6.51,95,100,8.48
282,Inhambane,MZ,2022-02-03 20:25:21,-23.865,35.3833,78.85,79,0,10.63
283,Nikolayevsk-Na-Amure,RU,2022-02-03 20:25:21,53.1406,140.73,1.0,96,100,6.55
284,Arraial Do Cabo,BR,2022-02-03 20:25:22,-22.9661,-42.0278,78.76,83,75,8.05
285,Corinth,GR,2022-02-03 20:25:22,37.9407,22.9573,47.62,78,89,13.0
286,Pangnirtung,CA,2022-02-03 20:25:22,66.1451,-65.7125,-0.4,85,100,16.11
287,Husavik,IS,2022-02-03 20:25:23,66.0449,-17.3389,21.11,89,100,22.44
288,Norman Wells,CA,2022-02-03 20:21:18,65.282,-126.8329,-36.36,61,20,0.0
289,Turkistan,KZ,2022-02-03 20:25:23,43.0,68.0,32.94,72,0,9.6
290,Huarmey,PE,2022-02-03 20:24:05,-10.0681,-78.1522,76.86,70,64,12.62
291,Gushikawa,JP,2022-02-03 20:25:24,26.3544,127.8686,60.8,95,20,5.75
292,Tessalit,ML,2022-02-03 20:25:24,20.1986,1.0114,66.6,10,75,11.41
293,Iquique,CL,2022-02-03 20:24:14,-20.2208,-70.1431,73.44,71,13,9.64
