City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Saldanha,ZA,2022-02-03 20:25:25,-33.0117,17.9442,62.65,83,12,12.73
295,Venice,US,2022-02-03 20:23:16,27.0998,-82.4543,86.05,64,0,16.11
296,Paratebueno,CO,2022-02-03 20:25:26,4.3758,-73.2155,97.9,25,100,6.31
297,Dalhousie,IN,2022-02-03 20:25:26,32.5333,75.9833,30.97,93,100,5.21
298,Mapiripan,CO,2022-02-03 20:25:27,2.8892,-72.1256,92.5,36,100,7.61
299,Opuwo,NA,2022-02-03 20:25:27,-18.0607,13.84,70.05,48,9,7.99
300,Orlik,RU,2022-02-03 20:25:27,52.5178,99.825,-16.44,94,97,2.01
301,Sisimiut,GL,2022-02-03 20:25:28,66.9395,-53.6735,18.09,71,100,15.95
302,Novyy Urengoy,RU,2022-02-03 20:25:28,66.0833,76.6333,4.05,98,97,5.55
303,Provideniya,RU,2022-02-03 20:25:29,64.3833,-173.3,1.33,66,97,23.13
304,Graham,US,2022-02-03 20:25:29,47.0529,-122.2943,46.36,92,40,5.75
305,Nanchong,CN,2022-02-03 20:25:30,30.7951,106.0847,42.42,70,55,2.53
306,Lebu,CL,2022-02-03 20:25:30,-37.6167,-73.65,63.97,81,100,14.18
307,Gizo,SB,2022-02-03 20:25:30,-8.103,156.8419,78.62,89,100,14.47
308,El Alto,PE,2022-02-03 20:25:31,-4.2714,-81.2147,80.26,60,49,20.85
309,Oban,GB,2022-02-03 20:25:31,56.4127,-5.4706,40.37,63,100,18.54
310,Bairiki,KI,2022-02-03 20:25:32,1.3292,172.9752,82.4,83,20,5.75
311,Manzhouli,CN,2022-02-03 20:25:32,49.6,117.4333,-15.93,92,8,6.93
312,Port Orange,US,2022-02-03 20:22:39,29.1383,-80.9956,85.23,57,40,9.22
313,Mana,GF,2022-02-03 20:24:04,5.6592,-53.7767,78.6,83,43,10.83
314,Isangel,VU,2022-02-03 20:25:33,-19.55,169.2667,77.11,94,100,5.75
315,Preobrazheniye,RU,2022-02-03 20:25:34,42.9019,133.9064,10.18,69,2,8.48
316,Leon,MX,2022-02-03 20:25:34,21.1167,-101.6667,80.15,43,0,14.27
317,Pandan,PH,2022-02-03 20:25:34,14.0453,124.1694,76.64,89,100,12.3
318,De Aar,ZA,2022-02-03 20:25:35,-30.6497,24.0123,70.81,35,0,7.78
319,Constitucion,CL,2022-02-03 20:25:35,-35.3333,-72.4167,67.01,69,11,8.55
320,Narathiwat,TH,2022-02-03 20:25:36,6.3333,101.75,80.38,95,36,4.94
321,Port Augusta,AU,2022-02-03 20:25:36,-32.5,137.7667,60.94,56,0,6.2
322,Najran,SA,2022-02-03 20:25:37,17.4924,44.1277,61.45,31,12,1.59
323,Filadelfia,US,2022-02-03 20:23:55,39.9523,-75.1638,48.34,100,100,0.0
324,Salamanca,ES,2022-02-03 20:24:54,40.8333,-6.0,45.99,62,100,5.46
325,Arinos,BR,2022-02-03 20:25:37,-15.9169,-46.1056,84.49,64,22,0.22
326,Salalah,OM,2022-02-03 20:25:38,17.0151,54.0924,73.49,68,0,3.44
327,Ayan,RU,2022-02-03 20:25:38,56.45,138.1667,-3.24,79,100,15.39
328,Burnie,AU,2022-02-03 20:25:39,-41.0667,145.9167,53.94,95,1,5.66
329,Quelimane,MZ,2022-02-03 20:25:39,-17.8786,36.8883,80.55,89,0,5.75
330,Tsiroanomandidy,MG,2022-02-03 20:25:40,-18.7667,46.0333,70.02,82,100,3.06
331,Puerto Ayacucho,VE,2022-02-03 20:25:40,5.6639,-67.6236,94.78,46,86,4.54
332,La Ronge,CA,2022-02-03 20:25:40,55.1001,-105.2842,-16.35,52,0,8.05
333,Xining,CN,2022-02-03 20:25:41,36.6167,101.7667,13.95,54,0,2.71
334,Deputatskiy,RU,2022-02-03 20:21:23,69.3,139.9,-24.61,96,96,2.26
335,Hambantota,LK,2022-02-03 20:25:42,6.1241,81.1185,74.32,82,1,5.77
336,Poum,NC,2022-02-03 20:25:42,-20.2333,164.0167,81.63,83,99,13.4
337,Cherskiy,RU,2022-02-03 20:25:42,68.75,161.3,-29.51,99,6,2.39
338,Vrangel,RU,2022-02-03 20:25:43,42.7297,133.0839,12.79,65,0,12.48
339,Visnes,NO,2022-02-03 20:25:44,59.3556,5.2242,46.45,87,100,20.71
340,Vardo,NO,2022-02-03 20:25:44,70.3705,31.1107,24.78,93,100,3.44
341,Taltal,CL,2022-02-03 20:25:45,-25.4,-70.4833,70.68,63,22,9.01
342,Kagalnik,RU,2022-02-03 20:25:45,47.0769,39.323,45.72,96,100,6.24
343,San Francisco Del Mar,MX,2022-02-03 20:25:46,16.2333,-94.65,81.14,72,13,13.42
344,Bethel,US,2022-02-03 20:25:18,41.3712,-73.414,43.84,100,100,2.28
345,Ambanja,MG,2022-02-03 20:25:46,-13.6833,48.45,75.2,92,100,4.21
346,Arak,IR,2022-02-03 20:25:47,34.0917,49.6892,37.33,43,57,7.56
347,Shizunai,JP,2022-02-03 20:25:47,42.3339,142.3669,22.51,73,81,13.31
348,Byron Bay,AU,2022-02-03 20:25:48,-28.65,153.6167,71.06,81,91,17.38
349,Corinto,GR,2022-02-03 20:25:48,37.9407,22.9573,47.62,78,89,13.0
350,Narsaq,GL,2022-02-03 20:25:48,60.9167,-46.05,25.02,96,100,14.7
351,Sawakin,SD,2022-02-03 20:25:49,19.1059,37.3321,77.65,85,85,3.31
352,Gambela,ET,2022-02-03 20:25:49,8.25,34.5833,88.43,28,99,3.24
353,Port Elizabeth,ZA,2022-02-03 20:25:50,-33.918,25.5701,68.09,77,20,16.11
354,Aksarka,RU,2022-02-03 20:25:50,66.5606,67.7975,-19.39,100,99,4.36
355,Ola,RU,2022-02-03 20:25:51,59.5833,151.2833,0.39,78,29,11.32
356,Guerrero Negro,MX,2022-02-03 20:25:51,27.9769,-114.0611,60.91,25,0,4.25
357,Flin Flon,CA,2022-02-03 20:25:51,54.7682,-101.865,-14.96,58,20,0.0
358,Vicosa,BR,2022-02-03 20:25:52,-20.7539,-42.8819,76.14,85,100,3.36
359,Barabinsk,RU,2022-02-03 20:25:52,55.3571,78.357,5.77,93,43,8.86
360,Niquero,CU,2022-02-03 20:25:53,20.0431,-77.5828,81.88,61,53,3.65
361,Riyadh,SA,2022-02-03 20:25:53,24.6877,46.7219,66.34,34,0,12.41
362,Ozernovskiy,RU,2022-02-03 20:25:53,51.5,156.5167,29.5,98,100,6.13
363,Nikolayevka,RU,2022-02-03 20:25:54,53.1257,47.2041,32.85,99,100,5.79
364,Nalut,LY,2022-02-03 20:25:55,30.3333,10.85,50.4,54,0,9.08
365,Mayo,US,2022-02-03 20:21:18,38.8876,-76.5119,52.66,95,100,1.99
366,Camaqua,BR,2022-02-03 20:25:55,-30.8511,-51.8122,93.72,37,26,10.58
367,Hendek,TR,2022-02-03 20:25:56,40.7994,30.7481,37.72,99,100,3.24
368,Pimentel,PE,2022-02-03 20:25:56,-6.8367,-79.9342,79.09,61,0,25.32
369,Salta,AR,2022-02-03 20:25:57,-24.7859,-65.4117,79.39,60,20,4.0
370,Yinchuan,CN,2022-02-03 20:25:57,38.4681,106.2731,18.14,34,9,5.17
371,Minyar,RU,2022-02-03 20:25:58,55.0709,57.5485,33.04,87,100,11.18
372,Bubaque,GW,2022-02-03 20:25:58,11.2833,-15.8333,77.83,76,0,14.72
373,San Joaquin,US,2022-02-03 20:25:58,37.9333,-121.3011,62.47,43,0,0.0
374,Urumqi,CN,2022-02-03 20:22:02,43.801,87.6005,-1.25,85,87,0.0
375,Podgornoye,RU,2022-02-03 20:25:59,51.735,39.1496,26.82,100,100,4.47
376,Kaka,TM,2022-02-03 20:25:59,37.3482,59.6143,48.07,35,62,9.15
377,Ahuimanu,US,2022-02-03 20:26:00,21.4447,-157.8378,78.51,58,40,3.0
378,Spring Valley,US,2022-02-03 20:26:00,36.108,-115.245,52.43,21,0,6.91
379,Singaraja,ID,2022-02-03 20:26:00,-8.112,115.0882,77.97,79,97,5.17
380,Beringovskiy,RU,2022-02-03 20:26:01,63.05,179.3167,-0.53,80,99,20.49
381,Sri Aman,MY,2022-02-03 20:26:01,1.2376,111.4621,75.25,94,100,0.0
382,Sabang,ID,2022-02-03 20:26:02,5.8933,95.3214,81.07,75,33,2.66
383,Grand Gaube,MU,2022-02-03 20:26:02,-20.0064,57.6608,81.37,84,100,11.99
384,Manbij,SY,2022-02-03 20:26:03,36.5281,37.9549,45.37,70,99,18.3
385,Pisco,PE,2022-02-03 20:23:17,-13.7,-76.2167,78.85,57,0,12.66
386,Kavieng,PG,2022-02-03 20:26:03,-2.5744,150.7967,80.91,78,100,7.94
387,Qui Nhon,VN,2022-02-03 20:26:04,13.7667,109.2333,71.92,86,94,11.65
388,Acajutla,SV,2022-02-03 20:26:05,13.5928,-89.8275,95.34,60,3,9.53
389,Zeya,RU,2022-02-03 20:26:05,53.75,127.2667,-10.95,88,68,4.43
390,Moranbah,AU,2022-02-03 20:26:05,-22.0016,148.0466,75.07,79,100,7.47
391,Moindou,NC,2022-02-03 20:26:06,-21.6924,165.677,76.95,86,100,5.91
392,Agadez,NE,2022-02-03 20:26:06,19.75,10.25,56.41,19,0,7.96
393,Roela,EE,2022-02-03 20:26:07,59.1667,26.5926,2.88,100,91,3.65
394,Urozhaynoye,RU,2022-02-03 20:26:07,44.7883,44.9228,37.4,89,99,2.64
395,Willowmore,ZA,2022-02-03 20:26:08,-33.2926,23.4895,63.39,71,10,8.77
396,Acapulco,MX,2022-02-03 20:22:01,16.8634,-99.8901,84.02,65,20,6.91
397,Sao Felix Do Xingu,BR,2022-02-03 20:26:08,-6.6447,-51.995,87.85,59,5,2.86
398,Inverell,AU,2022-02-03 20:26:09,-29.7833,151.1167,57.11,90,0,1.99
399,Tulagi,SB,2022-02-03 20:26:09,-9.0996,160.1476,81.5,79,100,15.12
400,Dargaville,NZ,2022-02-03 20:26:10,-35.9333,173.8833,71.85,73,100,10.22
401,Mbekenyera,TZ,2022-02-03 20:26:10,-10.0,38.9833,72.32,99,52,4.63
402,Suntar,RU,2022-02-03 20:26:11,62.1444,117.6319,-26.32,100,89,1.45
403,Palmer,US,2022-02-03 20:26:11,42.1584,-72.3287,45.21,97,100,0.0
404,Morden,CA,2022-02-03 20:26:11,49.1919,-98.1014,-0.02,55,100,10.36
405,Waddan,LY,2022-02-03 20:26:12,29.1614,16.139,53.19,61,2,9.48
406,Muzhi,RU,2022-02-03 20:26:12,65.3667,64.6667,-11.16,100,96,3.38
407,Raymond,US,2022-02-03 20:26:13,43.9015,-70.4703,44.76,83,100,2.53
408,Buchanan,LR,2022-02-03 20:26:13,5.8808,-10.0467,80.56,80,97,8.23
409,Korla,CN,2022-02-03 20:26:14,41.7597,86.1469,25.9,48,100,6.87
410,Severo-Kurilsk,RU,2022-02-03 20:26:14,50.6789,156.125,29.95,88,100,7.78
411,Mabaruma,GY,2022-02-03 20:26:14,8.2,-59.7833,78.3,83,44,6.38
412,Nagorsk,RU,2022-02-03 20:26:15,59.3172,50.8078,0.52,100,100,2.53
413,Toora-Khem,RU,2022-02-03 20:26:15,52.4675,96.11,-21.19,100,91,0.25
414,Half Moon Bay,US,2022-02-03 20:26:16,37.4636,-122.4286,65.59,53,0,14.97
415,Cedar City,US,2022-02-03 20:26:16,37.6775,-113.0619,31.39,37,0,18.41
416,Russell,US,2022-02-03 20:26:17,32.3502,-85.1999,70.88,83,100,12.66
417,Lubao,PH,2022-02-03 20:26:17,14.9167,120.55,77.02,86,55,3.42
418,Lompoc,US,2022-02-03 20:24:56,34.6391,-120.4579,68.02,38,0,6.91
419,Ouadda,CF,2022-02-03 20:26:18,8.0777,22.4007,72.84,22,63,5.39
420,Yevlax,AZ,2022-02-03 20:26:18,40.6089,47.1492,32.22,38,40,2.44
421,Manitouwadge,CA,2022-02-03 20:26:19,49.1215,-85.8403,2.12,68,6,4.9
422,Formosa Do Rio Preto,BR,2022-02-03 20:26:19,-11.0483,-45.1931,82.38,67,77,2.26
423,Grand Forks,US,2022-02-03 20:26:20,47.9417,-97.4337,-5.22,68,75,16.11
424,Pavlohrad,UA,2022-02-03 20:26:20,48.5167,35.8667,32.97,98,100,7.74
425,Cefalu,IT,2022-02-03 20:26:21,38.0386,14.0229,51.55,44,0,4.0
426,Saint-Augustin,CA,2022-02-03 20:26:21,51.226,-58.6502,33.66,99,100,14.81
427,Rincon,US,2022-02-03 20:26:21,32.296,-81.2354,78.98,64,75,3.0
428,San Juan,AR,2022-02-03 20:26:22,-31.5375,-68.5364,90.23,25,2,8.21
429,Bogande,BF,2022-02-03 20:26:22,12.9714,-0.1436,74.62,9,5,9.6
430,Dunhua,CN,2022-02-03 20:26:23,43.3725,128.2425,-5.06,91,12,5.93
431,Kavaratti,IN,2022-02-03 20:26:23,10.5669,72.642,78.89,70,7,6.55
432,Jiuquan,CN,2022-02-03 20:26:24,39.7432,98.5174,15.84,39,20,2.64
433,Arman,RU,2022-02-03 20:26:24,59.7,150.1667,3.52,75,30,11.16
434,College,US,2022-02-03 20:26:24,64.8569,-147.8028,1.06,61,75,10.36
435,Houston,US,2022-02-03 20:26:06,29.7633,-95.3633,40.98,82,100,8.99
436,Sao Filipe,CV,2022-02-03 20:24:11,14.8961,-24.4956,73.74,74,0,7.0
437,Sola,VU,2022-02-03 20:26:25,-13.8833,167.55,78.1,89,100,15.59
438,Baturaja,ID,2022-02-03 20:26:26,-4.1333,104.1667,72.18,98,93,1.66
439,Yarada,IN,2022-02-03 20:26:26,17.65,83.2667,71.92,94,40,2.3
440,Biloela,AU,2022-02-03 20:26:26,-24.4167,150.5,71.02,87,89,9.69
441,Carutapera,BR,2022-02-03 20:26:27,-1.195,-46.02,79.61,86,97,7.18
442,Saint Anthony,US,2022-02-03 20:26:27,45.0205,-93.218,6.78,50,0,1.99
443,Den Chai,TH,2022-02-03 20:26:28,17.9837,100.0522,74.93,81,56,1.79
444,Ostrovnoy,RU,2022-02-03 20:26:28,68.0531,39.5131,13.21,83,100,2.24
445,Praya,CV,2022-02-03 20:26:29,14.9215,-23.5087,77.54,50,0,6.91
446,Berdigestyakh,RU,2022-02-03 20:26:29,62.0989,126.6992,-22.02,99,98,4.18
447,Lawton,US,2022-02-03 20:25:18,34.6087,-98.3903,18.07,80,100,19.57
448,Umm Kaddadah,SD,2022-02-03 20:26:30,13.6017,26.6876,72.77,15,12,15.28
449,Puebloviejo,CO,2022-02-03 20:26:30,10.9938,-74.2844,94.48,62,20,11.5
450,Sol-Iletsk,RU,2022-02-03 20:26:31,51.1631,54.9918,27.36,89,100,15.05
451,Murtino,MK,2022-02-03 20:26:31,41.4153,22.7267,28.67,87,5,5.68
452,Kahului,US,2022-02-03 20:23:27,20.8947,-156.47,78.82,65,20,11.5
453,Arrecife,ES,2022-02-03 20:26:32,28.963,-13.5477,71.67,33,8,8.05
454,Maumere,ID,2022-02-03 20:26:32,-8.6199,122.2111,79.25,83,97,7.31
455,Itaituba,BR,2022-02-03 20:26:33,-4.2761,-55.9836,91.56,58,20,5.75
456,Vanavara,RU,2022-02-03 20:26:33,60.34,102.2797,11.52,94,100,7.92
457,Altamont,US,2022-02-03 20:26:33,42.2068,-121.7372,43.77,42,0,4.61
458,Port Keats,AU,2022-02-03 20:26:34,-14.25,129.55,80.15,82,100,7.65
459,Sharkan,RU,2022-02-03 20:26:34,57.2989,53.8712,12.02,98,100,4.12
460,Yantal,RU,2022-02-03 20:26:35,56.8471,105.2542,9.18,96,100,4.09
461,Vilyuysk,RU,2022-02-03 20:26:35,63.7553,121.6247,-29.76,100,75,3.87
462,Salym,RU,2022-02-03 20:26:35,60.0625,71.4789,23.25,92,100,12.59
463,Pokrovskoye,RU,2022-02-03 20:26:36,47.4157,38.8971,45.81,97,100,8.19
464,Tomatlan,MX,2022-02-03 20:26:36,19.9333,-105.25,86.67,31,32,8.61
465,Namatanai,PG,2022-02-03 20:21:37,-3.6667,152.4333,78.76,81,89,10.22
466,Bay Roberts,CA,2022-02-03 20:26:37,47.5999,-53.2648,36.34,77,100,11.99
467,Gayeri,BF,2022-02-03 20:26:37,12.6497,0.4931,75.18,9,4,9.04
468,Leningradskiy,RU,2022-02-03 20:26:38,69.3833,178.4167,-12.35,84,2,8.23
469,Rosarito,MX,2022-02-03 20:22:35,32.3333,-117.0333,68.07,20,0,4.61
470,Itarema,BR,2022-02-03 20:26:38,-2.9248,-39.9167,82.56,73,94,14.83
471,Kiruna,SE,2022-02-03 20:26:39,67.8557,20.2251,-6.68,84,100,2.3
472,Belmonte,BR,2022-02-03 20:26:39,-15.8631,-38.8828,86.0,70,11,9.91
473,Noyabrsk,RU,2022-02-03 20:26:40,63.1994,75.4507,17.56,95,100,11.07
474,Abu Dhabi,AE,2022-02-03 20:24:50,24.4667,54.3667,68.97,77,0,4.61
475,Phan Thiet,VN,2022-02-03 20:26:40,10.9333,108.1,72.05,88,9,7.78
476,Olafsvik,IS,2022-02-03 20:26:41,64.8945,-23.7142,25.47,68,98,21.07
477,Honiara,SB,2022-02-03 20:26:41,-9.4333,159.95,78.13,91,100,6.06
478,Hay River,CA,2022-02-03 20:26:41,60.8156,-115.7999,-18.42,69,20,5.75
479,Lodwar,KE,2022-02-03 20:26:42,3.1191,35.5973,88.5,30,90,3.13
480,Padang,ID,2022-02-03 20:26:42,-0.9492,100.3543,75.67,91,100,3.78
481,Kupang,ID,2022-02-03 20:26:43,-10.1667,123.5833,78.21,88,99,10.69
482,Seminole,US,2022-02-03 20:23:52,28.7086,-81.2081,85.41,55,20,3.0
483,Shingu,JP,2022-02-03 20:26:43,33.7333,135.9833,40.91,72,83,6.53
484,Casino,AU,2022-02-03 20:26:44,-28.8667,153.05,67.95,83,10,9.22
485,Ust-Barguzin,RU,2022-02-03 20:26:44,53.45,108.9833,-11.16,98,99,4.07
486,Hirara,JP,2022-02-03 20:26:45,24.8,125.2833,68.07,77,100,14.74
487,Sydney,AU,2022-02-03 20:22:30,-33.8679,151.2073,62.64,78,58,8.01
488,Talaya,RU,2022-02-03 20:26:45,61.3833,152.75,-24.21,99,88,2.71
489,Gaoual,GN,2022-02-03 20:26:46,11.75,-13.2,83.35,12,0,3.09
490,Pochutla,MX,2022-02-03 20:26:46,15.7432,-96.4661,91.81,37,0,10.22
491,Maralal,KE,2022-02-03 20:26:47,1.0968,36.698,60.75,71,95,4.65
492,Buraydah,SA,2022-02-03 20:26:42,26.326,43.975,68.45,31,0,11.14
493,Walvis Bay,NA,2022-02-03 20:26:47,-22.9575,14.5053,69.1,77,0,13.73
494,Ilulissat,GL,2022-02-03 20:26:48,69.2167,-51.1,17.62,49,75,23.02
495,Tezu,IN,2022-02-03 20:26:48,27.9167,96.1667,54.0,61,56,4.81
496,Akdepe,TM,2022-02-03 20:26:49,42.0551,59.3788,35.69,62,12,15.01
497,Yining,CN,2022-02-03 20:26:49,29.0361,114.5636,38.12,94,98,2.26
498,Kedrovyy,RU,2022-02-03 20:26:50,56.1667,91.8167,-6.14,98,89,4.03
499,Lasa,IT,2022-02-03 20:26:50,46.6166,10.7002,40.46,77,99,3.33
500,Samarai,PG,2022-02-03 20:26:50,-10.6167,150.6667,79.77,80,99,7.9
501,Sampit,ID,2022-02-03 20:26:51,-2.5333,112.95,73.85,95,99,2.13
502,Oranjestad,AW,2022-02-03 20:26:51,12.524,-70.027,84.15,70,40,21.85
503,Bonito,BR,2022-02-03 20:26:52,-21.1211,-56.4819,90.1,52,65,7.81
504,Rio Gallegos,AR,2022-02-03 20:26:52,-51.6226,-69.2181,53.65,58,40,9.22
505,Auki,SB,2022-02-03 20:26:53,-8.7676,160.7034,77.49,87,100,3.13
506,Weligama,LK,2022-02-03 20:26:53,5.9667,80.4167,73.33,88,0,4.63
507,Yarim,YE,2022-02-03 20:26:53,14.298,44.3779,53.24,32,0,4.0
508,Ust-Kan,RU,2022-02-03 20:26:54,50.9276,84.761,-5.15,88,40,3.71
509,Belyy Yar,RU,2022-02-03 20:26:54,53.6039,91.3903,-16.71,88,20,0.0
510,Cozumel,MX,2022-02-03 20:26:55,20.5083,-86.9458,86.11,76,40,5.01
511,Alofi,NU,2022-02-03 20:26:55,-19.0595,-169.9187,81.86,79,100,17.69
512,Saravan,AM,2022-02-03 20:26:55,39.7196,45.6483,29.05,68,91,2.98
513,Nago,JP,2022-02-03 20:26:56,26.5881,127.9761,61.65,86,100,10.87
514,Major Isidoro,BR,2022-02-03 20:26:56,-9.5322,-36.985,88.74,42,100,18.99
515,Gurupa,BR,2022-02-03 20:26:57,-1.405,-51.64,78.44,94,100,3.11
516,Margate,GB,2022-02-03 20:26:57,51.3813,1.3862,48.96,84,96,14.7
517,Dorado,PR,2022-02-03 20:26:57,18.4588,-66.2677,81.86,82,75,8.05
518,Zheleznodorozhnyy,RU,2022-02-03 20:26:58,55.7503,38.0042,23.43,97,99,2.75
519,Pimenta Bueno,BR,2022-02-03 20:26:58,-11.6725,-61.1936,75.25,95,100,3.2
520,Quebo,GW,2022-02-03 20:26:59,11.3333,-14.9333,77.04,66,0,7.27
521,Yar-Sale,RU,2022-02-03 20:26:59,66.8333,70.8333,-16.85,100,88,4.32
522,Lingao,CN,2022-02-03 20:27:00,19.9103,109.6859,59.7,86,100,7.4
523,Gonaives,HT,2022-02-03 20:27:00,19.45,-72.6833,81.46,63,65,6.8
524,Traralgon,AU,2022-02-03 20:27:01,-38.1833,146.5333,54.91,85,54,1.7
525,Marivan,IR,2022-02-03 20:27:01,35.5219,46.176,36.73,76,100,4.14
526,Manicore,BR,2022-02-03 20:27:02,-5.8092,-61.3003,79.45,89,94,3.42
527,Chara,RU,2022-02-03 20:27:02,56.9064,118.2631,-23.6,91,78,0.49
528,Bocanda,CI,2022-02-03 20:27:02,7.0626,-4.4995,79.79,16,0,1.99
529,Khandyga,RU,2022-02-03 20:27:03,62.6667,135.6,-31.13,100,99,1.21
530,Mitsamiouli,KM,2022-02-03 20:27:03,-11.3847,43.2844,81.9,79,100,10.11
531,Katobu,ID,2022-02-03 20:27:04,-4.9408,122.5276,75.25,92,100,3.2
532,Sebinkarahisar,TR,2022-02-03 20:27:04,40.2883,38.4236,28.98,97,100,3.13
533,Sobolevo,RU,2022-02-03 20:27:05,54.4299,31.8996,17.73,96,100,8.08
534,Tomari,RU,2022-02-03 20:27:05,47.7658,142.0683,16.9,92,100,19.64
535,Lerwick,GB,2022-02-03 20:27:05,60.1545,-1.1494,42.8,70,100,26.73
536,Lowestoft,GB,2022-02-03 20:27:06,52.4752,1.7516,47.95,91,100,13.94
537,Lilongwe,MW,2022-02-03 20:27:06,-13.9669,33.7873,67.33,94,46,2.39
538,Juybar,IR,2022-02-03 20:27:07,36.6412,52.9124,51.89,57,100,3.27
539,Nargana,PA,2022-02-03 20:27:07,9.4428,-78.5906,82.09,75,14,10.51
540,Rio Grande,BR,2022-02-03 20:27:08,-32.035,-52.0986,86.11,71,0,20.89
541,Campbell River,CA,2022-02-03 20:25:10,50.0163,-125.2446,39.92,100,100,2.3
542,Dongkan,CN,2022-02-03 20:27:08,33.9997,119.8308,30.42,63,14,5.21
543,Avera,US,2022-02-03 20:27:09,33.194,-82.5271,77.68,54,100,15.41
544,Partizanskoye,RU,2022-02-03 20:27:09,55.5006,94.39,-7.64,95,26,5.21
545,Mbulu,TZ,2022-02-03 20:27:09,-3.85,35.5333,59.99,85,100,5.23
546,Cooma,AU,2022-02-03 20:27:10,-36.2333,149.1333,49.77,100,100,10.36
547,Trinidad,BO,2022-02-03 20:24:04,-14.8333,-64.9,87.78,66,40,10.36
548,Cacu,BR,2022-02-03 20:27:11,-18.5567,-51.1308,80.85,74,100,2.95
549,Raudeberg,NO,2022-02-03 20:27:11,61.9875,5.1352,46.18,88,100,13.0
550,General Roca,AR,2022-02-03 20:27:12,-39.0333,-67.5833,95.63,16,14,1.25
551,Shreveport,US,2022-02-03 20:22:48,32.5251,-93.7502,37.94,87,100,12.66
552,Sussex,US,2022-02-03 20:27:12,41.1834,-74.6663,43.57,93,100,0.0
553,Manavalakurichi,IN,2022-02-03 20:27:13,8.1333,77.3,80.69,85,6,4.94
554,Sirsa,IN,2022-02-03 20:27:13,29.5333,75.0167,48.58,98,43,5.79
555,Tikrit,IQ,2022-02-03 20:27:13,34.6071,43.6782,53.53,42,0,12.46
556,Snasa,NO,2022-02-03 20:27:14,64.2457,12.3778,22.41,92,100,9.82
557,Codrington,AU,2022-02-03 20:27:15,-38.2667,141.9667,59.23,71,100,12.24
558,Mehamn,NO,2022-02-03 20:27:15,71.0357,27.8492,23.18,72,100,10.4
559,Moundou,TD,2022-02-03 20:27:16,8.5667,16.0833,77.31,15,95,5.06
560,Mount Gambier,AU,2022-02-03 20:27:16,-37.8333,140.7667,49.91,81,53,6.91
561,Ajaccio,FR,2022-02-03 20:24:06,42.0,8.9167,49.98,82,100,0.0
562,Shenjiamen,CN,2022-02-03 20:27:17,29.9576,122.298,43.77,68,90,14.07
563,Port-Cartier,CA,2022-02-03 20:27:17,50.0334,-66.8654,12.74,71,100,10.85
564,Qingdao,CN,2022-02-03 20:27:18,36.0986,120.3719,22.6,74,0,4.47
565,Ubauro,PK,2022-02-03 20:27:18,28.1652,69.7289,59.16,21,0,9.15
566,Baracoa,CU,2022-02-03 20:27:18,20.3467,-74.4958,76.23,82,58,11.92
567,Sangar,RU,2022-02-03 20:27:19,63.9242,127.4739,-25.51,99,100,2.57
568,Hobyo,SO,2022-02-03 20:27:19,5.3505,48.5268,77.2,72,12,18.45
569,San Vicente,AR,2022-02-03 20:27:20,-26.6167,-54.1333,83.07,56,94,5.44
570,Jalu,LY,2022-02-03 20:27:20,29.0331,21.5482,53.98,57,28,17.85
571,Lososina,RU,2022-02-03 20:27:20,48.9975,140.3106,6.66,72,100,8.01
572,Quixada,BR,2022-02-03 20:27:21,-4.9714,-39.0153,83.97,57,100,8.95
573,Hondo,JP,2022-02-03 20:27:21,32.45,130.2,41.95,55,97,10.11
574,Chadan,RU,2022-02-03 20:27:22,51.2833,91.5833,-22.22,96,17,2.35
575,Brae,GB,2022-02-03 20:27:22,60.3964,-1.353,42.71,70,100,27.25
